age,income,credit_score,debt_ratio,loan_amount,loan_approved
39,28279.79149375634,372,0.20225418052453492,1864.6732159591702,0
39,17017.910650698774,329,0.31382680822441555,12392.994540906237,0
66,56600.216750799984,487,0.24150062799283345,20713.499581175914,0
69,42469.18663471083,663,0.21491263703639585,6337.279878228232,1
59,34681.5077430393,750,0.42485084286808694,9098.581980885641,0
23,60625.3467094903,494,0.9078385138835341,16317.733702890844,0
32,53657.010706567984,455,0.5070596467387183,27849.535177376674,0
60,41538.820538949076,471,0.18792038081532303,8208.941657369021,0
54,30795.434019936583,340,0.07697166938087407,8015.329542660204,0
50,63086.859924202174,362,0.6961561451379252,16693.491844195927,0
25,59753.017669379915,322,0.38279876443638783,21023.372199968522,0
61,48512.36204330926,659,0.8218309465853593,11879.506438371449,0
61,77699.554940715,374,0.6595107686407702,6893.0292193891555,0
22,33948.72850510771,417,0.7962414505413685,17168.74610443173,0
56,27117.122436128917,679,0.27194603941844875,18074.206986514866,0
21,39621.378951781335,589,0.6923589224610581,23893.275632691242,0
23,49316.209754667536,739,0.2640619846937188,18284.735561621394,1
62,53650.091739840376,306,0.9390684794502916,19140.330381861895,0
49,46381.459132155054,495,0.6363742815333744,13689.274280660471,0
69,55280.83094771445,720,0.3245118001753421,27207.52171084734,1
47,31226.90863714334,492,0.26951186229227264,13009.28994705765,0
64,71656.46906109889,447,0.1909265850716435,11940.38939294115,0
52,48767.732324111465,501,0.6946409588937278,24047.57459259303,0
57,66759.43747382192,743,0.2187156129979273,7628.813605522951,1
69,55140.88019566556,718,0.5953032659274891,5762.958077360425,0
33,56851.29828730676,726,0.26463502692535734,15597.784622992423,1
30,58546.50920348306,778,0.6619689447938686,14991.317383621523,0
67,56715.628400259724,774,0.8149397285405392,13860.56009224669,0
59,59640.84139801316,425,0.7780252431446532,19969.64878560826,0
47,69937.28795198648,694,0.7608513309307817,10458.969088557147,0
36,52947.817545522055,624,0.18772240569225207,15320.83562812337,1
34,60635.05636382769,691,0.08838494698451871,13199.470236809066,1
36,48653.964585691596,739,0.6989488284873856,10543.907499466246,0
45,71601.75823174209,503,0.3683472137943513,14690.799580196583,0
43,39854.115469110955,785,0.4323462264033473,19262.979016475514,0
54,77014.10649366223,330,0.031149092793391064,25602.840602152508,0
43,49397.63074033485,687,0.2595764492750492,17897.094914494846,1
40,28538.373468229278,733,0.03367640387446402,2445.8249929927424,0
26,51921.56622366184,675,0.8791857726012476,14809.299572791755,0
29,39784.22513787678,643,0.24339668321853047,15249.013954514163,0
18,62609.65323483086,742,0.557337169573008,19681.045047899748,0
18,40210.640310464136,374,0.03897932066113041,15924.051512448696,0
64,43307.248501778304,454,0.6668473913056581,21265.444586510384,0
51,21656.889035817036,729,0.32302734575409386,16958.353078076358,0
49,43215.405211263846,662,0.8979191869576658,22793.990347489445,0
65,13641.81010056565,747,0.8881181889340358,12806.270399758532,0
42,26241.45764771415,533,0.3252906183617478,15721.717336483469,0
57,61406.21984216446,561,0.9009608956904679,19133.20767694948,0
62,61787.00237976248,424,0.9961576734987788,12139.029648532782,0
18,56381.86342677447,544,0.8254156641239481,11049.93598959462,0
33,35495.3578530618,841,0.844871347755229,11853.239501566575,0
56,49284.3296578703,784,0.2490087361090899,11253.921914555387,1
22,49945.96191364148,421,0.5767023988577563,17612.809604376635,0
39,32624.529662111858,424,0.06725591396736785,5825.959851827221,0
46,72550.97452650726,848,0.09491793682166971,7220.1498684104645,1
20,63160.43435863507,469,0.9988926120332906,24313.732461786312,0
29,46685.53739255504,423,0.32663924942591094,11374.516395129112,0
43,50403.28758491796,334,0.7481839120488464,16000.07425585874,0
33,53125.74211921329,386,0.8066650530268165,7554.267910504359,0
68,19373.97697363564,500,0.8580232710072292,15470.621338946381,0
54,46292.339262191046,668,0.9976282974021565,11404.96666159298,0
39,39770.23628003302,376,0.24149648525686784,7184.552509197929,0
46,34975.69985157627,358,0.04035082685969971,21684.602187823566,0
31,45783.495606710676,730,0.411191517994586,20912.82863530436,0
45,76965.29790274284,799,0.13008066982894695,14463.226046429918,1
22,59612.64291900515,408,0.022425889162055124,19997.095163389557,0
64,41432.31515325805,577,0.3604268271414861,24516.4634386358,0
66,58588.74172034238,367,0.7837382510752364,18770.379665790446,0
47,70990.33154879004,368,0.5661806912250709,17398.398697549816,0
63,63869.50524369153,464,0.31277798921035405,15994.748482416548,0
69,50894.45554880261,788,0.6543420054927197,18247.486824296197,0
22,40295.94833441639,604,0.23201818030881072,13180.403032551818,1
29,60473.34970420385,664,0.014381446072085025,13616.820654192767,1
33,55902.28078132625,678,0.7643533864364274,17254.456876062573,0
43,63427.89830041598,642,0.6237430848640091,12630.675649202356,0
43,59527.57702522954,653,0.76230262450096,13171.001636032488,0
65,65743.29072979002,715,0.03893801668766561,15000.933323174866,1
38,41971.47182659148,408,0.8371196278306522,20753.037752965345,0
56,69760.91098451489,796,0.6195262000363033,9336.681232201761,0
53,52963.994070386,640,0.5633953507126401,18795.892513526305,0
50,81128.91308937898,682,0.6246140481145316,18958.982064017353,0
47,39662.18272865648,832,0.8644332468683641,18929.060046484046,0
54,76039.45704747873,599,0.5869365065589071,10966.268098952556,0
40,52968.66175193972,438,0.5809503798881793,6536.5919224453155,0
27,40228.72994578327,658,0.9906791570657658,17798.502362057112,0
22,42741.71248918518,798,0.756730167068568,15937.69392206981,0
53,45194.7903770852,684,0.4422938054511353,20021.883173815662,0
51,56362.48919602875,579,0.7073970000329277,11497.315859952309,0
69,57842.5323205325,782,0.3892304716917885,18800.591881281805,1
48,41394.49994092131,410,0.228875462483499,20272.060561097056,0
27,49634.68111608526,438,0.5968518768877594,14523.451394753247,0
36,82134.05537917795,734,0.9281820981139515,17084.647516324083,0
49,75913.14755151067,808,0.9291395200154627,16909.832287620477,0
18,56544.85504511048,572,0.3419052781054903,10892.65235485175,0
22,50570.05217252301,398,0.527677466221695,17655.48301142304,0
62,51800.46990077392,403,0.2116358985698612,23112.491704505068,0
21,59202.769590956246,513,0.9956311094988834,15111.019672713182,0
33,34658.111522023915,464,0.9811179078679357,7695.375306741713,0
41,46139.35193864982,819,0.6495089297074473,11563.86734542995,0
33,24971.238891836158,583,0.8044140596774734,6102.852755741862,0
19,55988.34683907919,816,0.7151001612837,21451.30564523032,0
66,59707.939095541115,463,0.5931582190394682,18820.526481640474,0
45,42752.20306550939,363,0.053347996988897695,12493.153641660909,0
49,73609.80144935049,390,0.45476434255266107,7909.700390155317,0
44,31613.515054964882,416,0.6747863021674105,10833.525208787549,0
37,28034.376796852695,566,0.6775316138836847,11808.615171514262,0
41,53366.77727839958,439,0.3731226184223836,15547.037995100292,0
29,65706.47453918232,545,0.9416919866580306,15378.796715991899,0
67,75258.91537186803,694,0.167357032236781,21707.159876868514,1
52,43116.7360569659,786,0.5003594462155606,11536.225711509787,0
50,66180.21250146943,775,0.6908839765508228,7459.060728230356,0
50,49422.372957489395,816,0.6971358058918092,9215.10762428854,0
68,47410.59050088771,483,0.6486389567688156,14884.875727767496,0
60,63254.89906230009,319,0.27528821345186016,11356.609665271046,0
54,59784.84317620129,823,0.15620656868662197,13539.95727243487,1
29,26354.11764523626,828,0.6359403268267109,12729.832098402781,0
20,72148.10524588844,446,0.5993021161394377,19951.192268525912,0
18,70701.37031221177,603,0.17935601028924097,12065.171564538388,1
50,40616.55947735706,527,0.7051391455705633,13113.28961526095,0
57,55937.05300156114,401,0.4551719917336564,18586.417905793878,0
27,57410.45279424108,716,0.6677605916031529,12175.090444839621,0
60,53910.10648735861,515,0.8373670797701507,17116.06187228509,0
61,41745.422692318694,706,0.16972842857692316,16657.426310108793,1
46,39925.64948092923,698,0.01914486799683668,15708.829294805397,0
30,49616.688935128324,798,0.7791025863957868,9328.018086467551,0
29,67590.93528889047,764,0.6096974251526159,21148.871122609686,0
48,58154.002318916486,381,0.6996395696221217,26103.41898291557,0
63,44440.78501870841,664,0.8381549749886426,15044.140691336974,0
19,61575.48065972517,462,0.8028109348245005,9768.225633148124,0
68,7271.8606905488705,347,0.9609201469288247,15145.513541625112,0
67,67231.48550558156,810,0.5359350788521182,19949.300702929995,0
52,23904.293318328506,628,0.48849563265990537,11924.061621421964,0
40,44563.38587895302,415,0.4018871998907301,14355.504079409051,0
34,33204.95158060784,636,0.15369104284420454,16703.270682060705,0
43,30579.777864186413,446,0.5726072328820224,21015.239261029623,0
25,67412.4018106778,622,0.2770125243259788,18877.118665446873,1
46,42984.48198032163,742,0.9213075122129755,19084.33984766131,0
43,55197.55822596073,312,0.5831908042770976,12868.657216617874,0
27,49296.19131681224,793,0.5928401805081102,17009.594775869613,0
43,57155.612408346824,586,0.35492466087701,11390.183364374354,0
51,51152.32836590383,413,0.05198935197770749,19227.630499426057,0
68,30755.116637171457,779,0.03174376537298862,20756.098203928068,0
58,64944.002291707104,321,0.4233351441531975,17766.817843863115,0
24,42593.65125258031,648,0.08456537809723785,13162.947066025923,1
21,26651.271520103735,619,0.6068469555401391,13981.364359792009,0
67,43578.27258551131,425,0.8809730056396574,24032.58105331005,0
62,72511.39685951466,576,0.8829148165187222,13246.44777688252,0
28,62753.32613170239,503,0.6590454101322324,20249.97083725284,0
46,44770.21798388211,493,0.211231831472931,16694.457991092608,0
53,44761.13443522357,846,0.8629968313588721,13329.317757700786,0
42,45175.47423173926,585,0.8860934353132082,8276.754862652873,0
38,81151.21975341262,356,0.1966535849529587,16058.001902942535,0
53,55729.0317834733,602,0.7374260857706773,15455.504333030613,0
27,56450.624707866045,462,0.28651954892712295,24032.67335729667,0
54,65454.25181047763,318,0.8026403123529297,10699.036522887509,0
26,53581.8373853977,669,0.9972378999036027,26473.84295773892,0
41,46114.36781268945,563,0.030026005329392813,16894.052647482968,0
52,47054.75226372533,412,0.8973658657909319,16889.146106110788,0
66,48925.98110878904,787,0.622630533598658,12034.63932783885,0
52,49441.66645235238,626,0.9733826191648212,16573.531537772342,0
65,60914.4431545547,841,0.4650095175264276,17365.254641166066,0
53,50779.18828710949,364,0.8473879305713737,19686.636459104386,0
35,60989.60115823369,591,0.06239406859827723,10108.388962040284,0
66,48789.251298371266,324,0.3352790500782957,22033.904278940194,0
56,51179.52785474136,848,0.06701653775120997,16807.077618859897,1
49,20026.989732018385,300,0.9753431334790705,18041.14447653656,0
41,63744.91512053722,848,0.8169739072718367,13895.288692476197,0
40,55197.32713846989,440,0.8525474212459705,10359.286808604747,0
49,64970.15164789478,487,0.9379652314338942,15363.623137016437,0
54,6556.1693270946635,427,0.08510348611978535,15936.477749116091,0
29,81325.62057171091,500,0.38559759251333336,8072.858659427547,0
66,47906.15557767239,426,0.07103488904400213,18966.427025825626,0
30,66622.74225106275,556,0.21079310155002862,19982.623169482904,0
40,34401.411093117036,846,0.22936577703767236,11351.676880894367,0
42,59191.608575938546,493,0.4691072110475787,9887.073248639543,0
52,34198.76655239516,403,0.2685621674536426,13485.193115628495,0
58,40643.465589562926,834,0.10097810681776109,15119.475484931498,1
47,78710.4703080018,564,0.1674910890941077,13679.14495042333,0
34,47139.7639885498,683,0.14727556355209093,14695.410836146084,1
66,53261.49309769584,559,0.9730767979122983,16107.388488379582,0
37,63051.015960331315,713,0.7592925069184736,8158.655306371855,0
65,57435.22831958907,657,0.967761465269562,8733.521863483675,0
42,52256.28357715365,374,0.43974048650790853,1388.6112953842767,0
39,55474.41503699338,654,0.2783684816626566,19712.72614226736,1
30,86051.23377857413,487,0.7982931972091867,15076.135103087247,0
36,49135.71804449622,589,0.3262539180411468,20239.255657325783,0
66,53016.485700724515,344,0.2993833737053483,9311.310020943038,0
53,65759.81594011417,382,0.2325059922078312,15122.036697665812,0
29,66582.88899436976,422,0.12967897822423535,16074.132530583007,0
58,67805.4545834057,657,0.25646306101676597,12191.087525849925,1
36,59580.95333043777,827,0.3553197484738877,7232.861007666036,1
29,32854.92630904275,365,0.6739942081457304,23729.356680675784,0
26,74501.47298451644,674,0.06256484221945158,21996.416706350254,1
24,32804.81910471968,461,0.21050693966534295,13090.338641373177,0
45,54539.531978585495,679,0.8090236402916764,17551.138225848037,0
31,38685.86224970963,657,0.14692192358377076,12576.046618215534,0
48,49037.92480110511,487,0.34264514652252154,10022.981984876264,0
69,54931.436154552204,621,0.8646589218581401,24136.30752478507,0
36,54820.35823175409,749,0.15492531114344266,6723.155592970992,1
64,56328.81131352927,773,0.0827368356181899,13572.481515144425,1
33,74205.6690358797,312,0.48453799508001083,15421.61913621117,0
22,56803.014522709695,483,0.3024195112785364,23256.18289343643,0
52,46337.65047064027,410,0.5634083644838541,19482.94327118009,0
29,64461.307524325355,807,0.8038048904834751,6638.751127163407,0
42,67842.05733386961,589,0.13714848815274316,14986.24879482909,0
69,31585.88277294511,594,0.580699084554285,15105.300991821798,0
38,58961.00104774787,750,0.5055087603898639,13858.30832350279,0
53,60517.591134663475,514,0.14407878601319957,18099.045537651506,0
40,45536.54744960012,326,0.6239984855289824,7954.465361220115,0
33,70635.6021996743,530,0.27364041786077165,12956.82043731665,0
56,47749.1661945121,620,0.4878343185440125,17394.093741065375,0
62,51883.64680207313,532,0.08227232427706188,18397.878425803206,0
59,47403.922635741954,736,0.45958405721362305,15747.097367545985,0
56,50233.685713722014,832,0.3064634680428203,13558.038998498505,1
31,33555.87369657197,702,0.8223812111853543,14400.293631867637,0
48,28399.236761085584,352,0.05697872699736828,18702.035611886186,0
22,73917.57594837458,612,0.41860727491832994,15169.5039206273,0
52,37295.57977522508,580,0.458431424131438,9790.762272797358,0
40,35129.114758155396,330,0.7250060762991187,8832.512080275483,0
46,17699.148295944276,636,0.574287575090211,7551.812892819454,0
60,40415.57378465746,482,0.667212337194181,22277.90409244677,0
28,30153.653098887524,322,0.7770492856517561,19037.309178062224,0
35,74630.22740204554,843,0.8622029736581888,14467.560584097264,0
64,65147.25634013952,745,0.3138754967224705,12731.037574179581,1
29,39677.74482233414,373,0.538022705363903,12130.349960163212,0
26,83786.53708016463,309,0.8401080784391999,20466.18553791105,0
27,64726.48230487391,783,0.9894511309650564,24522.167540873706,0
61,45127.529247370665,755,0.8895193110437631,11973.035380362304,0
34,12508.914276896401,459,0.3714672626243768,20692.077603278547,0
55,84364.13858886113,313,0.19516651721865041,15140.064576794446,0
24,29156.41299854606,477,0.4893925374065887,13937.855350447668,0
63,25319.01879564662,711,0.7416414518360422,22521.071414149617,0
30,65338.5564801446,352,0.4925690707532976,14949.171396286116,0
57,86596.28609508909,707,0.4831808633136685,16481.82219627318,0
59,70764.09227765776,321,0.8382304210818006,16241.369664557229,0
26,58458.636800785396,329,0.36140377906718635,6872.0031667027415,0
67,58921.315124979286,559,0.8597946748116456,16442.05574358031,0
44,62801.23338170462,504,0.40680480095172356,12186.539877798836,0
19,61383.92884680148,358,0.3282331056783394,7894.234299271894,0
22,54217.87135954064,770,0.453989911199699,12414.314597756187,0
46,51563.01655927814,765,0.7624469586748684,12373.05565181527,0
54,49061.103081507164,311,0.12600202786399428,20149.412695651656,0
55,38690.531166999855,589,0.19641921587201738,9681.05191948984,0
36,45789.87384699839,653,0.951444825663092,11050.762804753727,0
25,24605.647787069218,374,0.17549162738135737,16176.941302740062,0
65,48524.90559807875,740,0.5677273179310546,8371.031143228762,0
62,35171.133392736236,540,0.5793144666619379,11704.966208838332,0
18,33446.160241763435,453,0.4896244620502448,6677.616323333888,0
39,52698.41226730218,395,0.6447452485768186,19600.05730002698,0
69,70880.034295169,593,0.22982672579761843,13493.184397799072,0
34,63774.7490900347,508,0.5526622677767482,14920.410774988788,0
24,26442.490945652346,642,0.37217325524689715,19580.05159895545,0
42,35155.57795144494,387,0.661667259629189,11388.655581730565,0
62,64111.567819823234,689,0.14122354337314946,13440.06495675998,1
21,35262.68909692536,624,0.5708774168394762,9718.360003471293,0
53,46630.50275004463,456,0.1852703553833237,9707.481395020939,0
23,58250.78148536828,436,0.2786430631150364,10397.085529970605,0
48,35474.83317704547,727,0.21870980032358323,12537.548045831672,0
36,51580.6325921894,751,0.1828377798688171,13076.022329134674,1
61,29989.617576226934,440,0.825710951560667,16443.1607544919,0
56,40979.48534073179,382,0.28570756766089034,10543.915259790501,0
44,54796.72901213806,476,0.9271237818644493,16598.163379587382,0
27,26105.09399702496,497,0.9699265253451909,17425.00645761614,0
43,56607.121069405985,720,0.5712604699370973,12660.88908583867,0
36,49705.433016099785,700,0.1430011226657264,10976.377137908094,1
56,58287.34931625721,770,0.37454824337958126,15425.39515989995,1
20,53358.712010969924,517,0.797732263348214,13985.412684947776,0
62,70462.10644960766,474,0.36739072869707046,16101.759146367727,0
30,51878.36753971861,322,0.08701721830278875,22849.332181299833,0
67,43558.91688312121,534,0.5567849109281879,15343.185242138577,0
45,51834.46254548425,312,0.8451208514960348,11803.84719359934,0
37,58149.470435545816,400,0.7959263871435024,10545.551940289708,0
45,50732.901054885566,835,0.17512314013035324,10738.991843392083,1
25,50608.87536805824,822,0.6727646144124667,7686.168464444396,0
58,39470.12468289867,751,0.2205042634356471,19663.718041727894,0
56,40056.48623673578,730,0.21820753455217223,3833.605903221178,1
18,28960.920923004596,832,0.8740717733051852,17440.52408859653,0
20,76243.65114780409,592,0.24966895274023015,10659.680466623846,0
30,31342.051469130725,400,0.2632473465180112,12437.973926879411,0
45,39606.42203306139,801,0.0006533907612995549,10510.061792278057,0
66,39223.89101646204,603,0.8706690341255177,22229.323298210154,0
42,63423.86565416662,839,0.7925948132091347,15081.578008428884,0
50,45575.75482561958,654,0.627328935090678,18951.892625214263,0
55,68716.131090106,602,0.7502657639388423,21502.63429298003,0
23,39897.640636341974,795,0.1520485674244918,15817.027370112019,0
61,54184.91243335703,526,0.45832359458757543,9021.881145723939,0
62,37469.794201103636,535,0.3512193873487809,13896.786249421139,0
49,82177.23691660083,754,0.09377652625701649,11288.759932168989,1
62,32186.02371455731,312,0.4861304852149241,12482.479190563505,0
64,54647.31065340541,509,0.9207396503426354,14526.881036753555,0
38,59506.65321398148,696,0.04005911905069448,14329.221789538678,1
33,56206.986461772474,399,0.2914609134937939,17060.545805101432,0
38,47220.68511683438,330,0.20754093620570346,17786.521468902432,0
28,48052.689503998605,827,0.23814665366569632,14329.274118667712,1
54,50657.17207968664,628,0.9084345518793753,17017.344590539586,0
53,47794.96997557267,465,0.4680690542342901,12253.200725322793,0
52,64458.18675192365,758,0.4662994129398188,21573.899127982517,0
36,83157.84502387026,399,0.7605756424552823,12172.443558911767,0
37,41637.623224882496,472,0.1544922040049258,20985.93242311214,0
35,29452.955306313834,461,0.4872653541000508,7619.664541141391,0
64,48675.76927473118,562,0.4299852141210597,13097.96371294577,0
58,88695.64006481477,573,0.5969106905466561,13345.109131931971,0
66,37944.88148045404,302,0.9995577032504386,16394.95897374237,0
31,74586.75208166102,327,0.7694488940820471,19309.08401609412,0
32,75165.51221114662,625,0.3978657030174272,8753.02398470236,1
48,41696.176374380084,448,0.827553052274047,9460.084789785462,0
18,58534.74618777913,839,0.17070836331248018,7990.45966141881,1
20,74425.94934692807,787,0.030463686308960125,21600.92098599209,1
33,44313.08388518769,737,0.20444837246427305,16488.02471398561,1
40,46946.29459846457,364,0.34041155611425966,9578.143957714386,0
28,41274.786290770346,655,0.5105807574595599,12784.525630219647,0
29,34778.649039607,832,0.6151291405411998,20908.80697830747,0
27,40260.83682400989,551,0.9106057172144217,13609.40384844381,0
49,31640.895998566153,534,0.5098540095504577,13314.059311044135,0
33,50511.25202388839,526,0.5012756446257294,11093.516465884708,0
25,38450.40153412038,824,0.05024300982298213,9875.038430906185,0
55,53506.788676861215,612,0.03491155265622381,20916.619052215785,1
29,26661.56530694559,348,0.5511599619163721,23369.5079437103,0
41,54963.20348321686,417,0.4381786132483445,10074.027986063262,0
45,62502.93442413387,353,0.8391803949802986,22024.7116460906,0
25,20093.96536142817,343,0.16067958471184518,12563.052918549474,0
45,55610.848547713584,352,0.024971662117049598,17668.239976844434,0
53,68415.03488709938,824,0.44903876793012587,22051.06902407204,0
43,31855.38471963192,401,0.23747855675225749,14274.61702148184,0
25,75088.58580256555,697,0.04961437333883745,13360.290398663205,1
67,56285.285140490676,437,0.724598286847629,19005.40481894093,0
45,39424.82216362387,686,0.11159299995724747,9450.235814818756,0
45,49163.46383513441,410,0.6083195000077717,20735.30688920215,0
54,58374.903687825834,316,0.28104975016688916,15714.046962212917,0
58,51140.080871186176,481,0.17349605035502202,12111.247459229116,0
53,58081.33988669554,835,0.37975152291931746,11979.161983420727,1
44,36189.89610380951,840,0.8014457762229537,8082.687440858171,0
34,52540.41236054117,470,0.3920935769045727,12319.139166880052,0
26,28794.282546425296,708,0.7507696492110557,13679.811190027995,0
50,48331.60907976949,677,0.1254862967991507,9693.532341442591,1
37,36441.38537802815,487,0.7727714196650791,14772.675119354977,0
30,38967.050861153504,529,0.23693332490664865,17364.58542262748,0
45,68541.39762815656,418,0.6773931298888728,13932.639320002905,0
65,66369.65180891403,455,0.5657815548409963,18313.629132596332,0
46,59137.071813607654,764,0.9291447172116873,10964.30008510332,0
30,33615.308529911315,403,0.38732251797531403,20016.9138210997,0
63,45253.87325457797,801,0.06616518883444045,15609.07352887429,1
52,68196.46549968775,474,0.019155485551252904,22726.285848773718,0
23,52125.753704598574,720,0.8268585609727531,27071.086561193664,0
35,84789.94309972541,433,0.5247356376614322,12648.782038483594,0
68,55899.76759091558,690,0.7752440518349493,12854.68061549271,0
22,52880.73674735047,800,0.2344256000115147,13768.789390256414,1
64,45363.25303696248,332,0.34508374551323373,17978.511250877575,0
42,52003.11357173423,354,0.03010387221131894,21629.84985237545,0
19,47712.952454291844,818,0.9614923245741122,11735.957579150983,0
27,60621.630150328856,311,0.6678679067008134,16906.221332390363,0
47,64350.53475191876,827,0.9332050877593062,14320.363550721164,0
67,38210.158092380756,672,0.2654964074290723,18090.54551270294,0
62,30031.50569663333,783,0.6114636112256608,22547.288467038452,0
22,22456.919403450553,527,0.6784999682926378,13798.358812834926,0
50,57619.86990368816,606,0.31754970025758844,6650.6616666313475,1
18,33449.50090739189,756,0.8481092350156301,18719.508384401466,0
35,17706.64110571276,459,0.9471614629002478,10836.473906972737,0
49,55828.67906796446,630,0.8848551176960043,14284.421315181111,0
64,87394.99276149186,524,0.7390669759393725,18935.154184358067,0
66,49908.9363269016,803,0.27746467972495403,16486.97426765554,1
28,62577.36161677463,755,0.28161604210563174,14491.399872234775,1
38,51227.440378213476,344,0.9633603204460379,12120.591437708395,0
43,48516.65520213286,513,0.010284495935692028,500.53109862500605,0
42,63786.14724481653,358,0.7160499732421445,18491.60407878101,0
39,45645.88183717023,494,0.7062461625552622,13735.24150387118,0
44,54010.88471107854,788,0.6226895409497974,22566.681391778628,0
66,54825.467092940205,456,0.9901088460868658,16990.140149809347,0
30,39978.64319535427,525,0.31187943576372523,12294.373137325787,0
50,64880.635243047844,711,0.3399718637932482,20334.3504418802,1
51,47375.60364956887,504,0.07893940294655555,20755.64702979095,0
58,38663.82260760733,378,0.44279813654373745,13904.84092823761,0
52,58047.64765355605,423,0.2610485262348481,20968.224327866137,0
18,36522.98027313444,770,0.3433867021776442,12223.459723069765,0
38,50422.717360536924,517,0.8345717902556277,15798.238847039514,0
65,49863.21505033695,815,0.9354845135274957,17857.041938593902,0
23,66288.43348747367,403,0.18573307200518563,18923.907920070946,0
45,57120.47349319929,692,0.37250893155346587,18107.60924307945,1
34,49624.595618822845,733,0.9286305621153941,13336.714097184138,0
22,62266.494488004304,630,0.06180846068922263,20468.488203457207,1
48,70853.1132352597,442,0.09236052811137851,14377.863384467908,0
22,58367.154595277934,839,0.16279098920622936,12154.863188624033,1
55,50155.28929765071,577,0.5952128341268748,12228.310163433345,0
20,30322.456514747606,532,0.15047227100599747,24699.941957381674,0
40,34023.29505386941,828,0.9680763814507335,11290.082859540276,0
54,45421.629434679984,389,0.44671452725852034,21458.176133802233,0
54,40857.31696761075,791,0.5015179603501664,9322.666520949151,0
27,47195.43045521831,498,0.2466586158054065,17439.527225370934,0
27,50849.74887345661,661,0.4709602524347335,16485.417257454174,0
36,57945.391315350964,740,0.6619136326370115,23106.13439863114,0
34,48942.518329113635,325,0.7511771369540428,11727.990524157425,0
38,57297.52465739303,324,0.753868082709913,10346.678910198065,0
31,50967.1162221518,693,0.5778911126940883,14417.44810826509,0
26,20368.00150469193,806,0.9043597749938572,23324.00914620226,0
63,35909.96909271869,600,0.8174078473061094,10579.20760028116,0
18,47838.686664175766,638,0.7570481146986254,2057.916838979001,0
68,31854.578857383385,566,0.05560552168046062,15298.839186866413,0
62,58998.93094994307,760,0.006877962219649314,19747.614589805045,1
30,72961.26248515546,755,0.21244727719547296,9930.970336800685,1
21,68281.42777545974,659,0.6635235939134523,19239.66086676632,0
18,46798.35693604688,367,0.4111974888825458,9820.445074937717,0
66,72360.89205274929,711,0.40240625929931173,14267.207321541606,0
57,52230.01185803167,790,0.8845868882296137,18763.411576430284,0
49,44943.71043322941,348,0.8955628481318387,9062.672991307807,0
51,40798.960046885906,401,0.9091752640535857,15907.566657537773,0
45,45462.95470267808,515,0.3138780765150273,21074.867556461184,0
48,44177.34772188157,737,0.6910558127392618,17369.670496056755,0
25,52556.243335632316,458,0.27163318127436964,11396.869712046162,0
56,52408.60971574797,788,0.19060983307444979,22593.59176358397,1
43,50045.69030230122,541,0.18463245734736922,18291.96255961245,0
51,56554.072546195246,304,0.34210762086359403,5697.760000378466,0
20,67859.69412179512,660,0.4299576197798217,19321.21807367113,0
67,64243.312031619855,758,0.8309491710550684,12143.128737913616,0
29,27726.53047325145,547,0.1198910934727121,15982.817738212321,0
18,11691.182976470678,721,0.7349258473948942,20040.0200214663,0
61,64014.79866858911,314,0.5314549141893053,12251.97707667583,0
22,29496.819523768685,421,0.2879453426759925,6772.036929790929,0
47,46628.518971609745,576,0.4928195845328246,22527.72595952914,0
47,32448.304609109608,752,0.29994206977702265,20822.91735600974,0
34,22970.293436299704,689,0.596081955238306,14563.719934085271,0
65,58121.94092307182,593,0.4338439228552442,19267.107257460575,0
64,61387.327404539705,745,0.16440552907887873,13153.066339681578,1
40,41352.34398909921,509,0.11658307455569672,15484.850883804249,0
32,11134.365617826348,601,0.5466956820721302,14278.5602868163,0
54,41806.33327621276,522,0.9024130332861034,13355.27957321349,0
38,55877.060081038195,302,0.34395768655768555,16796.512900428774,0
31,27816.32646838807,817,0.7330001072226232,8959.105881772059,0
19,52750.39879668733,392,0.658661354939767,13742.095846172104,0
28,49770.35226240507,819,0.931554914309481,16572.397362417025,0
68,58689.37249401632,727,0.8209810172991409,24190.50353980818,0
56,51793.705526212296,792,0.566605258905463,9162.32892343652,0
55,35403.96588677667,534,0.6570304982341073,17602.765288662136,0
51,67948.57252496737,460,0.8983864665840349,18150.743882139308,0
55,47622.05640459545,630,0.3995187845869348,5616.406346586316,1
67,49590.43190735102,632,0.32679470585777737,17052.66007204626,1
51,36000.98061390206,349,0.010811083635196339,19401.425394918904,0
35,43350.766232127346,822,0.8265510741914642,17943.263396912174,0
47,36727.95928959649,791,0.8009807004033649,14580.363725636624,0
32,47405.809101148654,571,0.10445451810015138,16666.200182612145,0
44,75675.62720213515,551,0.5768573811327002,15849.223486245151,0
68,29421.482856029656,389,0.4639816981668874,6552.713308424027,0
51,25796.579031848883,745,0.11870909550911146,15966.60162377233,0
69,72067.55491240413,631,0.9805682270607236,13164.647970091639,0
55,46860.14484272201,438,0.21469588746335544,11475.889145010085,0
50,39963.908920101254,656,0.06723418009056115,27424.849767933272,0
41,65598.57031094114,573,0.5948473795019096,21263.078598097785,0
32,40915.766903947035,318,0.7388666771330327,9249.139698428062,0
47,77390.14570320403,610,0.03244344604718696,16733.180982829195,1
59,60168.88807008904,453,0.6587176387270222,22290.126377821623,0
68,42681.32887781446,689,0.5322918759514544,7519.004229619991,0
34,82359.62319898256,559,0.10326500887504841,15384.91570703577,0
